customer_id,segment,age,preferred_channel,frequency,monetary_total,monetary_avg,monetary_std,n_channels,n_categories,recency_days,active_span_days,tenure_days,churned
2496,regular,18.0,mobile_app,4.0,418.93,104.7325,77.7471715991435,2.0,3.0,16.0,116.0,148,1
2497,bargain_hunter,59.0,mobile_app,1.0,42.34,42.34,0.0,1.0,1.0,112.0,0.0,112,1
2498,regular,32.0,mobile_app,12.0,721.5799999999999,60.13166666666666,45.24738924328489,3.0,4.0,6.0,62.0,68,0
2499,regular,42.0,mobile_app,14.0,568.29,40.59214285714285,24.739250090795906,3.0,4.0,5.0,299.0,322,0
2500,one_off,49.0,in_store,3.0,149.92000000000002,49.973333333333336,18.435360949363947,2.0,2.0,52.0,96.0,165,1
2501,one_off,57.0,web,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,92,1
2502,regular,62.0,in_store,11.0,469.81,42.71,28.46556481083767,3.0,4.0,26.0,119.0,156,1
2503,bargain_hunter,29.0,mobile_app,4.0,107.05000000000001,26.762500000000003,18.875508602419167,2.0,3.0,10.0,43.0,182,1
2504,bargain_hunter,42.0,mobile_app,1.0,5.01,5.01,0.0,1.0,1.0,8.0,0.0,113,1
2505,bargain_hunter,46.0,mobile_app,2.0,51.75,25.875,18.50498446365195,1.0,2.0,51.0,28.0,164,1
2506,bargain_hunter,31.0,mobile_app,1.0,44.28,44.28,0.0,1.0,1.0,50.0,0.0,91,0
2507,regular,37.0,mobile_app,27.0,1591.96,58.961481481481485,44.358912182654905,3.0,5.0,9.0,351.0,365,0
2508,regular,46.0,web,4.0,225.83,56.4575,70.47233564787439,2.0,4.0,9.0,37.0,91,1
2509,one_off,18.0,mobile_app,1.0,74.37,74.37,0.0,1.0,1.0,35.0,0.0,359,1
2510,regular,50.0,mobile_app,22.0,1347.76,61.26181818181818,32.915027634134596,3.0,5.0,41.0,285.0,326,0
2511,regular,51.0,web,24.0,1764.45,73.51875,37.6319205754324,3.0,5.0,28.0,267.0,302,0
2512,regular,41.0,in_store,2.0,109.32,54.66,18.6393347520774,2.0,2.0,63.0,5.0,70,1
2513,regular,37.0,in_store,37.0,2041.58,55.177837837837835,40.68309115967353,3.0,5.0,6.0,319.0,330,0
2514,one_off,36.0,mobile_app,1.0,6.29,6.29,0.0,1.0,1.0,227.0,0.0,263,1
2515,loyal_vip,55.0,web,68.0,9182.44,135.03588235294117,88.92508344878857,3.0,5.0,2.0,301.0,306,0
2516,regular,,mobile_app,1.0,51.05,51.05,0.0,1.0,1.0,7.0,0.0,76,0
2517,loyal_vip,73.0,mobile_app,58.0,7169.7300000000005,123.61603448275864,71.71647360093199,3.0,5.0,17.0,316.0,338,0
2518,one_off,50.0,web,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,220,1
2519,bargain_hunter,28.0,web,5.0,101.08,20.216,4.8706601195320545,2.0,4.0,40.0,271.0,313,1
2520,bargain_hunter,26.0,mobile_app,16.0,477.78,29.86125,21.695075900612405,3.0,5.0,28.0,229.0,278,1
2521,regular,23.0,mobile_app,27.0,1327.9,49.181481481481484,29.956484684352983,3.0,5.0,2.0,302.0,304,0
2522,loyal_vip,58.0,web,7.0,851.12,121.58857142857143,150.60912903147354,3.0,4.0,8.0,69.0,88,0
2523,one_off,33.0,web,2.0,139.89,69.945,32.293566696789625,2.0,1.0,22.0,168.0,292,0
2524,bargain_hunter,30.0,web,3.0,30.92,10.306666666666667,2.9897547279556784,2.0,3.0,26.0,242.0,288,0
2525,bargain_hunter,43.0,web,5.0,136.98000000000002,27.396000000000004,8.436153151762953,3.0,2.0,49.0,221.0,276,1
2526,bargain_hunter,48.0,mobile_app,1.0,46.69,46.69,0.0,1.0,1.0,78.0,0.0,117,1
2527,bargain_hunter,18.0,web,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,68,1
2528,one_off,,mobile_app,2.0,61.660000000000004,30.830000000000002,14.467404743076763,2.0,1.0,118.0,83.0,227,1
2529,bargain_hunter,31.0,mobile_app,1.0,32.79,32.79,0.0,1.0,1.0,245.0,0.0,252,1
2530,regular,41.0,mobile_app,21.0,1335.68,63.603809523809524,42.70410138103721,3.0,5.0,9.0,261.0,293,0
2531,regular,45.0,web,2.0,71.88,35.94,15.58463345735151,2.0,2.0,4.0,42.0,55,1
2532,bargain_hunter,28.0,mobile_app,6.0,151.38,25.23,11.756547112141389,3.0,4.0,6.0,258.0,304,0
2533,regular,37.0,in_store,4.0,203.9,50.975,32.87455398936995,2.0,2.0,11.0,105.0,117,1
2534,regular,75.0,web,13.0,766.34,58.94923076923077,30.23280019601737,3.0,5.0,21.0,194.0,223,0
2535,regular,49.0,web,21.0,1481.92,70.56761904761905,41.64384791355884,3.0,5.0,4.0,306.0,341,0
2536,loyal_vip,52.0,web,26.0,3062.61,117.7926923076923,90.24454299547169,3.0,5.0,10.0,138.0,153,0
2537,loyal_vip,27.0,web,77.0,8736.13,113.45623376623375,75.84515126990756,3.0,5.0,13.0,344.0,359,0
2538,loyal_vip,26.0,in_store,5.0,701.75,140.35,60.65551541286249,2.0,3.0,1.0,22.0,30,0
2539,bargain_hunter,36.0,mobile_app,7.0,189.15,27.021428571428572,14.027001851870592,3.0,4.0,21.0,143.0,167,0
2540,loyal_vip,53.0,web,52.0,5786.34,111.27576923076923,77.03266937070968,3.0,5.0,5.0,299.0,317,0
2541,bargain_hunter,35.0,web,6.0,131.71,21.951666666666668,14.729194705300989,3.0,5.0,6.0,159.0,165,0
2542,regular,53.0,web,7.0,398.2,56.885714285714286,21.0004292473137,3.0,3.0,34.0,99.0,148,0
2543,regular,47.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22,0
2544,regular,56.0,web,10.0,649.7,64.97,52.77767309931139,3.0,4.0,7.0,206.0,224,1
2545,loyal_vip,45.0,web,22.0,2833.14,128.7790909090909,86.20595415902275,3.0,5.0,14.0,186.0,204,0
2546,bargain_hunter,38.0,web,2.0,47.32,23.66,21.807173131793125,1.0,2.0,12.0,97.0,132,0
2547,bargain_hunter,49.0,mobile_app,1.0,33.52,33.52,0.0,1.0,1.0,37.0,0.0,97,1
2548,regular,25.0,mobile_app,11.0,439.97,39.99727272727273,27.30707164487217,3.0,5.0,17.0,178.0,203,0
2549,regular,34.0,mobile_app,21.0,1021.53,48.644285714285715,40.78154920689362,3.0,5.0,1.0,242.0,267,0
2550,regular,39.0,web,7.0,450.21,64.31571428571428,34.10673289207614,3.0,4.0,8.0,77.0,114,0
2551,bargain_hunter,38.0,in_store,5.0,85.05,17.009999999999998,7.566957777072632,2.0,3.0,47.0,175.0,280,1
2552,loyal_vip,34.0,in_store,7.0,849.88,121.41142857142857,44.6935656922304,3.0,3.0,1.0,44.0,48,0
2553,bargain_hunter,54.0,web,3.0,94.4,31.46666666666667,17.00504140933898,2.0,2.0,3.0,34.0,44,0
2554,bargain_hunter,49.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,61,1
2555,loyal_vip,40.0,web,5.0,541.3299999999999,108.26599999999999,80.99176272930477,3.0,3.0,6.0,85.0,119,0
2556,bargain_hunter,44.0,in_store,1.0,42.27,42.27,0.0,1.0,1.0,5.0,0.0,81,1
2557,loyal_vip,49.0,mobile_app,18.0,2328.04,129.33555555555554,64.64185133325661,3.0,5.0,1.0,124.0,139,0
2558,regular,18.0,mobile_app,7.0,288.25,41.17857142857143,40.21810721079558,3.0,4.0,104.0,209.0,330,1
2559,bargain_hunter,71.0,web,1.0,15.09,15.09,0.0,1.0,1.0,144.0,0.0,312,1
2560,loyal_vip,40.0,mobile_app,18.0,2045.11,113.61722222222221,93.74495831497886,3.0,5.0,26.0,290.0,355,0
2561,regular,51.0,mobile_app,7.0,377.15,53.878571428571426,31.754121217343023,3.0,4.0,20.0,103.0,128,0
2562,regular,32.0,mobile_app,34.0,1979.51,58.220882352941175,44.77955217660462,3.0,5.0,8.0,260.0,281,0
2563,regular,47.0,web,13.0,916.35,70.48846153846154,37.855966030502564,3.0,5.0,6.0,171.0,177,0
2564,bargain_hunter,63.0,web,12.0,301.45,25.120833333333334,16.997500061283525,3.0,5.0,54.0,174.0,231,1
2565,regular,44.0,mobile_app,17.0,793.0,46.64705882352941,32.264126511635546,3.0,5.0,22.0,107.0,129,0
2566,regular,52.0,web,10.0,717.18,71.71799999999999,89.10048544574079,3.0,4.0,31.0,239.0,324,0
2567,loyal_vip,77.0,in_store,33.0,4244.08,128.60848484848484,75.94722917597176,3.0,5.0,7.0,169.0,179,0
2568,one_off,51.0,web,1.0,40.67,40.67,0.0,1.0,1.0,42.0,0.0,127,1
2569,regular,37.0,in_store,16.0,610.52,38.1575,22.110034072037667,3.0,5.0,5.0,344.0,360,0
2570,loyal_vip,18.0,web,31.0,4100.3099999999995,132.26806451612902,96.35523810080262,3.0,5.0,6.0,335.0,348,0
2571,bargain_hunter,,web,2.0,76.14,38.07,20.22325394193526,1.0,2.0,166.0,63.0,291,1
2572,regular,52.0,mobile_app,6.0,443.45000000000005,73.90833333333335,56.02220967318825,2.0,2.0,31.0,55.0,122,1
2573,bargain_hunter,57.0,in_store,4.0,75.34,18.835,13.741466442850996,2.0,3.0,45.0,75.0,124,1
2574,bargain_hunter,39.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,98,1
2575,bargain_hunter,46.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17,0
2576,regular,43.0,mobile_app,18.0,975.44,54.19111111111111,34.5107836324837,3.0,5.0,31.0,266.0,308,0
2577,regular,52.0,web,6.0,311.36,51.89333333333334,36.100207570963725,2.0,3.0,12.0,142.0,160,0
2578,bargain_hunter,36.0,web,5.0,125.53,25.106,12.756460324086772,2.0,4.0,23.0,102.0,134,1
2579,bargain_hunter,60.0,web,5.0,51.519999999999996,10.303999999999998,5.461051180862527,2.0,4.0,51.0,175.0,242,1
2580,one_off,20.0,web,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35,1
2581,loyal_vip,41.0,mobile_app,6.0,707.14,117.85666666666667,91.77961160664533,2.0,3.0,71.0,144.0,219,0
2582,loyal_vip,42.0,mobile_app,36.0,3943.5,109.54166666666667,66.0167475504728,3.0,5.0,20.0,263.0,285,0
2583,regular,22.0,mobile_app,10.0,502.03,50.202999999999996,32.78672632839902,3.0,4.0,105.0,163.0,268,1
2584,bargain_hunter,60.0,web,7.0,180.49,25.784285714285716,14.649205731759947,3.0,4.0,22.0,299.0,338,1
2585,bargain_hunter,18.0,web,3.0,102.23,34.07666666666667,14.003829238223856,2.0,1.0,15.0,101.0,157,1
2586,regular,42.0,mobile_app,4.0,207.76,51.94,39.22286153083004,2.0,3.0,136.0,31.0,187,1
2587,regular,,web,6.0,295.49,49.248333333333335,33.02236600649121,2.0,4.0,2.0,71.0,116,0
2588,regular,25.0,mobile_app,4.0,254.79,63.6975,51.95048050788366,3.0,3.0,6.0,110.0,222,1
2589,bargain_hunter,37.0,in_store,4.0,52.2,13.05,8.288140121080643,2.0,3.0,108.0,144.0,288,1
2590,loyal_vip,33.0,web,18.0,1905.6,105.86666666666666,69.34932689778951,3.0,5.0,14.0,188.0,203,0
2591,bargain_hunter,46.0,in_store,18.0,521.09,28.949444444444445,21.777376677812235,3.0,5.0,61.0,230.0,315,0
2592,regular,53.0,web,16.0,689.0600000000001,43.066250000000004,25.75550759869948,3.0,5.0,2.0,139.0,152,0
2593,regular,48.0,web,7.0,214.8,30.685714285714287,11.3412519255193,3.0,4.0,60.0,180.0,333,1
2594,bargain_hunter,42.0,in_store,3.0,100.62,33.54,9.46711677333707,2.0,3.0,51.0,69.0,176,1
2595,regular,37.0,web,6.0,272.06,45.343333333333334,23.36838177252902,2.0,4.0,15.0,82.0,97,1
2596,loyal_vip,69.0,web,20.0,3048.41,152.4205,105.36201774808305,3.0,5.0,2.0,205.0,207,0
2597,bargain_hunter,42.0,mobile_app,1.0,31.86,31.86,0.0,1.0,1.0,36.0,0.0,175,1
2598,regular,28.0,web,8.0,416.01,52.00125,41.255794895990064,3.0,4.0,29.0,258.0,287,0
2599,regular,57.0,mobile_app,6.0,196.18,32.696666666666665,25.18864082610784,3.0,5.0,19.0,105.0,130,0
2600,bargain_hunter,41.0,mobile_app,5.0,150.49,30.098000000000003,21.99836516652999,3.0,4.0,19.0,272.0,323,1
2601,bargain_hunter,40.0,web,4.0,60.34,15.085,13.854035513163664,3.0,3.0,29.0,197.0,300,0
2602,loyal_vip,43.0,web,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
2603,regular,51.0,web,3.0,172.4,57.46666666666667,13.06893390194217,2.0,3.0,39.0,28.0,79,1
2604,bargain_hunter,28.0,web,6.0,188.75,31.458333333333332,29.6424057165856,1.0,4.0,12.0,160.0,193,0
2605,loyal_vip,47.0,in_store,3.0,186.39,62.129999999999995,55.134663325352776,2.0,2.0,14.0,38.0,55,1
2606,regular,36.0,web,14.0,780.71,55.765,43.86475258371771,3.0,5.0,9.0,268.0,327,0
2607,regular,60.0,in_store,9.0,383.65000000000003,42.62777777777778,38.661736503220396,3.0,5.0,18.0,66.0,135,0
2608,regular,45.0,mobile_app,4.0,206.0,51.5,31.550842566667956,3.0,3.0,3.0,39.0,73,0
2609,regular,51.0,in_store,5.0,273.55,54.71,21.843297599034813,3.0,2.0,10.0,47.0,69,1
2610,regular,46.0,in_store,20.0,1294.5500000000002,64.7275,48.38438056743867,3.0,5.0,18.0,127.0,154,0
2611,regular,30.0,mobile_app,1.0,39.07,39.07,0.0,1.0,1.0,74.0,0.0,88,1
2612,bargain_hunter,20.0,mobile_app,4.0,65.08,16.27,10.308278226745726,3.0,3.0,42.0,87.0,159,1
2613,bargain_hunter,31.0,in_store,6.0,190.25,31.708333333333332,31.692552700384777,3.0,4.0,47.0,221.0,327,1
2614,bargain_hunter,35.0,mobile_app,2.0,32.45,16.225,3.627457787486989,1.0,1.0,39.0,50.0,90,0
2615,bargain_hunter,68.0,web,4.0,74.53,18.6325,10.705610289314041,3.0,3.0,30.0,204.0,296,0
2616,regular,48.0,in_store,26.0,1114.43,42.86269230769231,24.66221896872904,3.0,5.0,26.0,265.0,317,0
2617,loyal_vip,26.0,web,4.0,107.65,26.9125,3.1273138100719393,2.0,3.0,4.0,80.0,111,0
2618,bargain_hunter,67.0,in_store,5.0,194.28,38.856,18.583671058216673,2.0,3.0,8.0,200.0,230,1
2619,regular,59.0,in_store,12.0,734.2,61.18333333333334,50.43387323711089,3.0,5.0,26.0,279.0,321,0
2620,bargain_hunter,18.0,in_store,5.0,82.01,16.402,11.773974265302265,3.0,4.0,8.0,204.0,350,1
2621,bargain_hunter,54.0,in_store,1.0,36.79,36.79,0.0,1.0,1.0,226.0,0.0,279,1
2622,regular,33.0,web,3.0,135.09,45.03,2.101880110757989,2.0,2.0,3.0,20.0,31,0
2623,one_off,43.0,web,1.0,26.71,26.71,0.0,1.0,1.0,58.0,0.0,240,1
2624,loyal_vip,35.0,web,16.0,1753.75,109.609375,61.21626564552378,3.0,5.0,6.0,276.0,299,0
2625,regular,39.0,web,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,37,0
2626,bargain_hunter,18.0,mobile_app,6.0,100.1,16.683333333333334,16.130411856696863,3.0,4.0,30.0,174.0,233,0
2627,bargain_hunter,49.0,web,2.0,13.14,6.57,4.468914857098981,2.0,1.0,107.0,29.0,145,1
2628,bargain_hunter,29.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60,1
2629,regular,31.0,web,12.0,755.05,62.92083333333333,43.63185001356303,2.0,4.0,29.0,289.0,324,0
2630,regular,59.0,mobile_app,14.0,961.86,68.70428571428572,48.48591591130605,3.0,4.0,45.0,213.0,267,0
2631,regular,26.0,in_store,16.0,905.11,56.569375,37.22225507564885,3.0,5.0,2.0,113.0,123,0
2632,loyal_vip,37.0,mobile_app,4.0,304.76,76.19,45.7889688316593,2.0,3.0,19.0,21.0,46,0
2633,bargain_hunter,50.0,in_store,3.0,132.56,44.18666666666667,44.683006091055844,3.0,3.0,188.0,37.0,254,1
2634,regular,,web,8.0,597.0899999999999,74.63624999999999,60.8244663971662,3.0,5.0,3.0,200.0,224,0
2635,regular,45.0,web,11.0,811.29,73.75363636363636,51.998038284675175,3.0,5.0,2.0,111.0,119,0
2636,bargain_hunter,58.0,web,16.0,523.26,32.70375,19.119462989320596,3.0,5.0,3.0,353.0,364,1
2637,regular,32.0,web,7.0,430.38,61.48285714285714,33.363197146099836,2.0,5.0,5.0,135.0,166,1
2638,regular,57.0,web,28.0,1467.87,52.42392857142857,29.593235255436294,3.0,5.0,1.0,326.0,357,0
2639,regular,26.0,mobile_app,1.0,23.39,23.39,0.0,1.0,1.0,5.0,0.0,37,0
2640,one_off,76.0,mobile_app,2.0,76.62,38.31,27.15290039756342,1.0,2.0,10.0,77.0,96,1
2641,bargain_hunter,44.0,web,3.0,43.46,14.486666666666666,16.079690088224126,2.0,2.0,52.0,15.0,119,0
2642,loyal_vip,39.0,web,21.0,3385.97,161.23666666666665,77.19957424321287,3.0,4.0,1.0,227.0,232,0
2643,bargain_hunter,30.0,web,3.0,78.21,26.069999999999997,12.834963965668152,2.0,2.0,65.0,55.0,135,1
2644,regular,73.0,web,2.0,91.5,45.75,16.899852070358488,2.0,2.0,22.0,53.0,100,0
2645,regular,48.0,web,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23,1
2646,regular,43.0,web,6.0,433.90999999999997,72.31833333333333,31.13688514714769,2.0,3.0,8.0,97.0,111,0
2647,loyal_vip,28.0,mobile_app,3.0,308.47,102.82333333333334,83.16792310340168,2.0,3.0,8.0,58.0,66,1
2648,regular,22.0,web,1.0,35.57,35.57,0.0,1.0,1.0,53.0,0.0,64,0
2649,bargain_hunter,27.0,mobile_app,2.0,28.73,14.365,10.76923627747112,2.0,2.0,84.0,91.0,299,1
2650,bargain_hunter,45.0,mobile_app,4.0,84.86000000000001,21.215000000000003,13.674966179117225,2.0,3.0,14.0,190.0,301,1
2651,bargain_hunter,36.0,web,6.0,147.76999999999998,24.62833333333333,20.070799103839054,3.0,3.0,2.0,113.0,166,1
2652,bargain_hunter,46.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,136,1
2653,bargain_hunter,59.0,mobile_app,2.0,28.47,14.235,2.793071785686864,2.0,1.0,123.0,27.0,153,1
2654,regular,,web,13.0,720.72,55.440000000000005,44.119439970758165,3.0,5.0,16.0,147.0,207,0
2655,loyal_vip,52.0,web,1.0,103.86,103.86,0.0,1.0,1.0,5.0,0.0,25,0
2656,one_off,43.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9,1
2657,bargain_hunter,27.0,mobile_app,5.0,81.5,16.3,4.8208349899161655,2.0,4.0,12.0,228.0,300,0
2658,bargain_hunter,42.0,mobile_app,2.0,46.739999999999995,23.369999999999997,6.4488138444213154,1.0,2.0,241.0,32.0,306,1
2659,loyal_vip,48.0,mobile_app,8.0,776.65,97.08125,52.48015528001309,2.0,4.0,11.0,50.0,69,0
2660,regular,,mobile_app,15.0,746.38,49.75866666666666,32.318250674605935,3.0,5.0,25.0,300.0,329,0
2661,loyal_vip,34.0,web,4.0,463.43,115.8575,42.160970399173685,2.0,3.0,19.0,34.0,55,0
2662,regular,38.0,web,2.0,122.03999999999999,61.019999999999996,63.37090972993839,2.0,2.0,18.0,53.0,97,0
2663,loyal_vip,19.0,mobile_app,16.0,1822.98,113.93625,69.84470133803994,3.0,5.0,4.0,124.0,133,0
2664,bargain_hunter,51.0,web,5.0,130.4,26.080000000000002,10.951531856320376,2.0,3.0,73.0,223.0,315,1
2665,bargain_hunter,42.0,mobile_app,3.0,47.199999999999996,15.733333333333333,8.972275816833394,2.0,2.0,100.0,26.0,237,0
2666,regular,52.0,in_store,14.0,528.48,37.74857142857143,34.698365259019795,3.0,5.0,15.0,225.0,240,0
2667,regular,41.0,web,8.0,424.14000000000004,53.017500000000005,41.77751334663866,3.0,4.0,79.0,141.0,235,0
2668,bargain_hunter,35.0,mobile_app,5.0,168.78,33.756,13.67681907462404,2.0,3.0,8.0,186.0,209,0
2669,loyal_vip,35.0,web,24.0,3095.12,128.96333333333334,82.92428745111627,3.0,4.0,8.0,125.0,139,0
2670,loyal_vip,31.0,web,26.0,3340.96,128.49846153846153,106.63370497895336,3.0,5.0,31.0,240.0,274,0
2671,bargain_hunter,18.0,web,1.0,15.51,15.51,0.0,1.0,1.0,6.0,0.0,38,1
2672,loyal_vip,18.0,mobile_app,26.0,3748.54,144.17461538461538,118.4527976953105,3.0,5.0,9.0,315.0,336,0
2673,loyal_vip,32.0,mobile_app,25.0,2499.06,99.9624,94.01959455702129,3.0,5.0,2.0,197.0,204,0
2674,loyal_vip,41.0,mobile_app,17.0,1536.66,90.39176470588235,68.87569248610991,3.0,5.0,16.0,246.0,263,0
2675,regular,39.0,in_store,3.0,194.01999999999998,64.67333333333333,44.25906159571544,2.0,3.0,64.0,92.0,230,0
2676,regular,42.0,in_store,11.0,822.55,74.77727272727272,58.605605208189615,3.0,4.0,17.0,169.0,248,0
2677,bargain_hunter,31.0,mobile_app,3.0,29.509999999999998,9.836666666666666,4.340971473453073,2.0,2.0,21.0,180.0,201,0
2678,loyal_vip,34.0,mobile_app,8.0,1190.25,148.78125,122.6122083687894,3.0,4.0,1.0,47.0,48,0
2679,loyal_vip,35.0,web,16.0,1561.53,97.595625,63.290399584639474,3.0,5.0,17.0,110.0,135,0
2680,one_off,28.0,in_store,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,54,1
2681,bargain_hunter,53.0,web,10.0,238.93,23.893,17.27892489582484,3.0,5.0,1.0,289.0,294,0
2682,one_off,18.0,mobile_app,1.0,23.39,23.39,0.0,1.0,1.0,203.0,0.0,261,1
2683,one_off,50.0,in_store,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,297,1
2684,bargain_hunter,40.0,web,2.0,22.79,11.395,10.712667734976193,1.0,2.0,25.0,165.0,214,1
2685,loyal_vip,43.0,mobile_app,14.0,1901.5800000000002,135.82714285714286,92.16071475989618,3.0,5.0,18.0,131.0,169,0
2686,bargain_hunter,40.0,mobile_app,12.0,326.73,27.227500000000003,20.673358404653868,3.0,5.0,32.0,277.0,355,0
2687,one_off,45.0,web,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,285,1
2688,regular,42.0,mobile_app,8.0,408.76,51.095,20.87878691057368,3.0,4.0,2.0,122.0,153,0
2689,regular,56.0,web,12.0,655.2,54.6,35.740256650652995,3.0,4.0,52.0,213.0,272,1
2690,regular,33.0,web,11.0,456.01,41.45545454545454,36.63377222281002,3.0,4.0,46.0,187.0,235,1
2691,regular,34.0,web,10.0,651.97,65.197,39.86868112246058,3.0,4.0,37.0,223.0,261,0
2692,regular,38.0,web,9.0,441.19,49.02111111111111,26.623057884306064,3.0,4.0,14.0,94.0,112,0
2693,regular,31.0,web,13.0,635.9,48.91538461538461,48.410019213551344,3.0,5.0,14.0,185.0,217,0
2694,regular,45.0,web,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11,0
2695,bargain_hunter,54.0,in_store,7.0,99.95,14.278571428571428,7.386522475814604,3.0,5.0,37.0,212.0,279,1
2696,regular,27.0,web,6.0,349.65,58.275,21.14847961438363,3.0,3.0,26.0,119.0,194,0
2697,regular,59.0,web,14.0,903.5600000000001,64.54,52.647030451722685,3.0,5.0,21.0,306.0,329,0
2698,regular,65.0,web,22.0,861.69,39.16772727272728,32.55404823510444,3.0,5.0,1.0,174.0,195,0
2699,bargain_hunter,20.0,in_store,2.0,58.68000000000001,29.340000000000003,7.071067811865479,2.0,2.0,212.0,18.0,239,1
2700,loyal_vip,25.0,web,27.0,2594.04,96.07555555555555,64.9230862893419,3.0,5.0,17.0,276.0,298,0
2701,bargain_hunter,46.0,mobile_app,3.0,120.93,40.31,28.570252011489156,2.0,2.0,32.0,98.0,136,1
2702,bargain_hunter,37.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,67,1
2703,regular,18.0,mobile_app,29.0,1333.71,45.99,32.706506888647446,3.0,5.0,1.0,210.0,215,0
2704,regular,22.0,mobile_app,6.0,178.07,29.67833333333333,25.067096694006402,3.0,3.0,2.0,47.0,56,0
2705,bargain_hunter,38.0,mobile_app,2.0,92.71000000000001,46.355000000000004,30.41266265883341,2.0,2.0,58.0,21.0,111,1
2706,regular,39.0,web,3.0,148.15,49.38333333333333,20.284009301253366,2.0,3.0,10.0,17.0,35,0
2707,regular,36.0,in_store,22.0,1389.29,63.14954545454545,34.30536060807722,3.0,5.0,6.0,326.0,345,0
2708,bargain_hunter,57.0,mobile_app,1.0,20.65,20.65,0.0,1.0,1.0,107.0,0.0,120,1
2709,bargain_hunter,43.0,in_store,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,1
2710,regular,22.0,in_store,8.0,342.03,42.75375,24.110763415951805,3.0,4.0,63.0,127.0,226,0
2711,loyal_vip,31.0,web,14.0,2309.92,164.99428571428572,141.8693506073748,3.0,4.0,4.0,130.0,139,0
2712,loyal_vip,20.0,mobile_app,6.0,479.55999999999995,79.92666666666666,55.02766055963734,3.0,4.0,15.0,52.0,105,1
2713,regular,45.0,web,9.0,885.55,98.39444444444445,79.95251717599501,3.0,5.0,36.0,196.0,257,0
2714,regular,32.0,mobile_app,30.0,1620.53,54.01766666666666,38.0549498962907,3.0,5.0,6.0,333.0,363,0
2715,one_off,32.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,183,1
2716,bargain_hunter,56.0,web,8.0,144.83,18.10375,14.708043414112856,2.0,5.0,23.0,251.0,327,1
2717,loyal_vip,26.0,mobile_app,5.0,627.79,125.55799999999999,130.27891702036825,2.0,3.0,10.0,29.0,41,0
2718,regular,50.0,web,4.0,164.58,41.145,30.849287944240572,2.0,3.0,7.0,31.0,40,0
2719,loyal_vip,64.0,web,22.0,2977.09,135.32227272727275,73.69338252463433,3.0,5.0,4.0,147.0,158,0
2720,regular,61.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9,0
2721,regular,27.0,in_store,25.0,1461.91,58.476400000000005,42.88040732471339,3.0,5.0,14.0,316.0,334,0
2722,loyal_vip,33.0,web,24.0,3619.25,150.80208333333334,113.85386361774646,3.0,5.0,7.0,352.0,366,0
2723,regular,40.0,mobile_app,12.0,538.3100000000001,44.859166666666674,26.599011074690633,2.0,5.0,5.0,217.0,225,0
2724,loyal_vip,40.0,in_store,17.0,2005.81,117.98882352941176,65.4219746035643,3.0,5.0,13.0,155.0,180,0
2725,regular,25.0,web,1.0,34.37,34.37,0.0,1.0,1.0,28.0,0.0,29,1
2726,regular,18.0,web,15.0,690.61,46.04066666666667,36.83404587115153,3.0,5.0,27.0,209.0,248,0
2727,regular,64.0,mobile_app,18.0,1007.0,55.94444444444444,39.56286319000244,3.0,5.0,9.0,261.0,283,0
2728,loyal_vip,40.0,mobile_app,33.0,4007.94,121.45272727272727,82.83742588169036,3.0,5.0,2.0,255.0,271,0
2729,one_off,22.0,in_store,1.0,19.8,19.8,0.0,1.0,1.0,30.0,0.0,263,1
2730,regular,49.0,web,10.0,481.65999999999997,48.166,35.44847033214394,3.0,4.0,4.0,189.0,217,0
2731,regular,54.0,web,10.0,447.32,44.732,36.48941423359809,3.0,5.0,5.0,159.0,179,0
2732,regular,51.0,mobile_app,3.0,149.35,49.78333333333333,36.1477030160055,2.0,3.0,1.0,66.0,94,0
2733,regular,43.0,web,7.0,683.0699999999999,97.58142857142856,70.81943693378992,3.0,4.0,1.0,94.0,99,0
